title,genre,final
Motto To LOVE-Ru,"['hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'viễn tưởng']",motto to love-ru
Ao No Exorcist,"['hành động', 'shounen', 'fantasy', 'siêu nhiên', 'demons']",ao no exorcist
Masamune-kun no Revenge,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']",masamune-kun no revenge
Sword Art Online: Extra Edition,"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']",sword art online extra edition
Sora No Otoshimono SS1,"['hài hước', 'ecchi', 'shounen', 'harem', 'romance', 'viễn tưởng', 'siêu nhiên']",sora no otoshimono
Gintama (2015),"['hành động', 'hài hước', 'shounen', 'lịch sử', 'viễn tưởng', 'parody']",gintama
Goblin Slayer,"['hành động', 'fantasy']",goblin slayer
Kuroshitsuji-Hắc Quản Gia SS1,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'fantasy', 'đang cập nhật', 'siêu nhiên', 'demons']",kuroshitsuji-hắc quản gia
JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"['hành động', 'phiêu lưu', 'drama', 'shounen', 'siêu nhiên']",jojo no kimyou na bouken diamond wa kudakenai
Mahouka Koukou no Rettousei: Raihousha-hen,"['hành động', 'phép thuật', 'học đường', 'romance', 'viễn tưởng', 'siêu nhiên']",mahouka koukou no rettousei raihousha-hen
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"['hành động', 'hài hước', 'phiêu lưu', 'viễn tưởng', 'fantasy']",itai no wa iya nano de bougyoryoku ni kyokufuri shitai to omoimasu
Rescue Me! Ova,"['ecchi', 'harem', 'romance']",rescue me
Kaifuku Jutsushi no Yarinaoshi,"['ecchi', 'fantasy', 'super power', 'psychological', 'tragedy']",kaifuku jutsushi no yarinaoshi
High School Dxd OVA,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']",high school dxd
Yuragi-sou no Yuuna-san,"['hài hước', 'ecchi', 'shounen', 'harem', 'romance', 'siêu nhiên']",yuragi-sou no yuuna-san
Fullmetal Alchemist: Brotherhood [BD],"['hành động', 'phiêu lưu', 'phép thuật', 'drama', 'shounen', 'blu-ray', 'fantasy']",fullmetal alchemist brotherhood
Masou Gakuen HxH,"['ecchi', 'harem', 'blu-ray']",masou gakuen hxh
Cross Ange: Rondo of Angel and Dragon,"['hành động', 'hài hước', 'mecha', 'viễn tưởng']",cross ange rondo of angel and dragon
Fate/Apocrypha,"['hành động', 'phép thuật', 'drama', 'fantasy', 'siêu nhiên']",fate apocrypha
Kekkai Sensen,"['hành động', 'hài hước', 'shounen', 'fantasy', 'super power', 'siêu nhiên', 'vampire']",kekkai sensen
Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,"['ecchi', 'học đường', 'shounen', 'blu-ray']",shokugeki no souma san no sara-toutsuki ressha-hen
Kyoukai no Kanata [BD],"['đời thường', 'fantasy', 'siêu nhiên']",kyoukai no kanata
One Punch Man Specials,"['hành động', 'hài hước', 'viễn tưởng', 'seinen', 'super power', 'siêu nhiên', 'parody']",one punch man specials
Tokyo Ravens [BD],"['hài hước', 'phép thuật', 'học đường', 'romance', 'siêu nhiên']",tokyo ravens
Baki,"['hành động', 'shounen', 'martial arts']",baki
Ahiru no Sora,"['drama', 'thể thao', 'học đường', 'shounen']",ahiru no sora
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,"['hành động', 'ecchi', 'harem', 'romance', 'fantasy', 'demons']",shinmai maou no testament burst toujou basara no shigoku heiwa na nichijou
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,"['fantasy', 'xuyên không - chuyển kiếp']",choujin koukousei-tachi wa isekai demo yoyuu de ikinuku you desu
Domestic na Kanojo,"['drama', 'học đường', 'shounen', 'romance']",domestic na kanojo
Sword Art Online Alternative: Gun Gale Online,"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']",sword art online alternative gun gale online
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,"['hành động', 'hài hước', 'ecchi', 'phiêu lưu', 'fantasy']",shinchou yuusha kono yuusha ga ore tueee kuse ni shinchou sugiru
"Kumo Desu ga, Nani ka?","['hài hước', 'phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']",kumo desu ga nani ka?
Darling in the FranXX,"['hành động', 'mecha', 'drama', 'romance', 'viễn tưởng']",darling in the franxx
Assassin Pride,"['hành động', 'phép thuật', 'shounen', 'romance', 'fantasy']",assassin pride
One Piece Movie 14: Stampede,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'shounen', 'fantasy', 'super power']",one piece movie 14 stampede
Mairimashita! Iruma-kun,"['hài hước', 'fantasy', 'xuyên không - chuyển kiếp', 'mythology', 'học đường']",mairimashita iruma-kun
Mar Heaven,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy']",mar heaven
Nhật Ký Thường Ngày Của Tiên Vương,"['hành động', 'hài hước', 'phép thuật', 'học đường', 'super power', 'siêu nhiên']",nhật ký thường ngày của tiên vương
High School DxD BorN Specials,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']",high school dxd born specials
Baka To Test To Shoukanjuu,"['hài hước', 'học đường', 'romance', 'super power']",baka to test to shoukanjuu
Kuzu no Honkai,"['ecchi', 'drama', 'học đường', 'romance', 'seinen']",kuzu no honkai
Maji De Watashi Ni Koi Shinasai!! Uncensor [bd],"['hài hước', 'ecchi', 'học đường', 'harem', 'romance', 'super power', 'martial arts']",maji de watashi ni koi shinasai
Seikoku No Dragonar,"['hài hước', 'ecchi', 'học đường', 'fantasy']",seikoku no dragonar
Haikyuu!! SS2,"['hài hước', 'drama', 'thể thao', 'học đường', 'shounen']",haikyuu
Kore Wa Zombie Desu Ka,"['hành động', 'super power', 'siêu nhiên']",kore wa zombie desu ka
Tinh Linh Huyễn Tưởng Ký,"['hành động', 'trinh thám', 'drama', 'harem', 'romance', 'fantasy', 'xuyên không - chuyển kiếp']",tinh linh huyễn tưởng ký
Yakusoku no Neverland,"['kinh dị', 'shounen', 'viễn tưởng', 'mystery', 'psychological', 'thriller']",yakusoku no neverland
Yu-Gi-Oh!,"['hành động', 'shounen', 'fantasy', 'game']",yu-gi-oh
Kamen Rider Zi-O,"['hành động', 'tokusatsu', 'super power', 'siêu nhiên']",kamen rider zi-o
Aldnoah.Zero SS2,"['hành động', 'mecha', 'viễn tưởng', 'military']",aldnoah zero
Boku no Hero Academia 4th Season,"['hành động', 'học đường', 'super power']",boku no hero academia
Eromanga-sensei,"['hài hước', 'ecchi', 'drama', 'romance']",eromanga-sensei
Ore wo Suki nano wa Omae dake ka yo,"['hài hước', 'học đường', 'romance']",ore wo suki nano wa omae dake ka yo
Yu-gi-oh! Gx,"['hành động', 'shounen', 'fantasy', 'game']",yu-gi-oh gx
25-sai no Joshikousei,"['ecchi', 'học đường', 'romance']",25-sai no joshikousei
Thất Nghiệp Chuyển Sinh: Làm lại cuộc đời,"['ecchi', 'drama', 'fantasy']",thất nghiệp chuyển sinh làm lại cuộc đời
Bungou Stray Dogs,"['hành động', 'seinen', 'super power', 'siêu nhiên', 'mystery']",bungou stray dogs
Dragon Ball GT,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']",dragon ball gt
Chuunibyou Demo Koi Ga Shitai! Ren SS2 [BD],"['hài hước', 'drama', 'học đường', 'đời thường', 'romance']",chuunibyou demo koi ga shitai ren
Akame ga Kill! [BD],"['hành động', 'phiêu lưu', 'drama', 'shounen', 'fantasy']",akame ga kill
Lưỡi Gươm Diệt Quỷ Phần 2 : Khu Kỹ Viện,"['hành động', 'shounen', 'lịch sử', 'blu-ray', 'siêu nhiên', 'demons']",lưỡi gươm diệt quỷ khu kỹ viện
Boku Wa Tomodachi Ga Sukunai SS2 ,"['hài hước', 'ecchi', 'học đường', 'harem', 'đời thường', 'romance']",boku wa tomodachi ga sukunai
Dr. Stone,"['phiêu lưu', 'shounen', 'viễn tưởng']",dr stone
Dakaretai Otoko 1-i ni Odosarete Imasu.,"['drama', 'shounen', 'romance', 'shounen ai']",dakaretai otoko 1-i ni odosarete imasu
Thất Hình Đại Tội: Sự Phẫn Nộ Của Các Vị Thần,"['hành động', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy', 'siêu nhiên']",thất hình đại tội sự phẫn nộ của các vị thần
TENSEI SHITARA SLIME DATTA KEN BD,"['shounen', 'fantasy']",tensei shitara slime datta ken
Anime Music Video,['âm nhạc'],anime music video
Shinmai Maou no Testament OVA,"['hành động', 'ecchi', 'harem', 'romance', 'fantasy', 'demons']",shinmai maou no testament
S.A.O Abridged Parody,"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']",s a o abridged parody
Manyuu Hiken-chou Uncensor [bd],"['hành động', 'hài hước', 'ecchi', 'seinen', 'samurai']",manyuu hiken-chou
Shinmai Maou no Testament Departures,"['hành động', 'ecchi', 'harem', 'romance', 'fantasy', 'demons']",shinmai maou no testament departures
Ore no Imouto ga Konnani Kawaii Wake ga Nai SS2 Specials,"['hài hước', 'đời thường']",ore no imouto ga konnani kawaii wake ga nai specials
K Project,"['hành động', 'super power', 'siêu nhiên']",k project
Hundred,"['hành động', 'ecchi', 'mecha', 'học đường', 'harem', 'romance', 'viễn tưởng']",hundred
Kimi no Na wa.,"['drama', 'học đường', 'romance', 'siêu nhiên']",kimi no na wa
D.gray Man,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'super power', 'demons']",d gray man
Iya na Kao sare nagara Opantsu Misete Moraitai,['ecchi'],iya na kao sare nagara opantsu misete moraitai
Freezing [BD],"['hành động', 'ecchi', 'drama', 'harem', 'romance', 'viễn tưởng', 'seinen', 'martial arts']",freezing
Mondai-ji-tachi Ga Isekai Kara Kuru Sou Desu Yo [BD],"['hành động', 'hài hước', 'fantasy', 'siêu nhiên', 'xuyên không - chuyển kiếp']",mondai-ji-tachi ga isekai kara kuru sou desu yo
Bokutachi wa Benkyou ga Dekinai,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']",bokutachi wa benkyou ga dekinai
Kiss X Sis OVA,"['hành động', 'super power', 'siêu nhiên']",kiss x sis
Juuou Mujin no Fafnir,"['học đường', 'harem', 'romance', 'fantasy']",juuou mujin no fafnir
Hyakuren no Haou to Seiyaku no Valkyria,"['harem', 'fantasy']",hyakuren no haou to seiyaku no valkyria
Toàn Chức Pháp Sư ,"['phép thuật', 'học đường', 'hoạt hình trung quốc']",toàn chức pháp sư
Isekai Cheat Magician,"['hành động', 'phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']",isekai cheat magician
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"['hài hước', 'drama', 'học đường', 'đời thường', 'romance']",yahari ore no seishun love comedy wa machigatteiru kan
Another [BD],"['kinh dị', 'học đường', 'siêu nhiên', 'mystery', 'thriller']",another
Dragon Ball,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']",dragon ball
Danshi Koukousei No Nichijou,"['hài hước', 'học đường', 'shounen', 'đời thường']",danshi koukousei no nichijou
Hyakka Ryouran Samurai Girls,"['hành động', 'hài hước', 'ecchi', 'học đường', 'harem', 'samurai']",hyakka ryouran samurai girls
Koutetsujou no Kabaneri,"['hành động', 'kinh dị', 'drama', 'fantasy', 'siêu nhiên']",koutetsujou no kabaneri
Shokugeki no Souma: Shin no Sara,"['ecchi', 'học đường', 'shounen', 'blu-ray']",shokugeki no souma shin no sara
Witch Craft Works,"['hành động', 'phép thuật', 'fantasy', 'seinen', 'siêu nhiên']",witch craft works
Accel World [BD],"['hành động', 'học đường', 'romance', 'viễn tưởng', 'game']",accel world
Knight's & Magic,"['hành động', 'mecha', 'học đường', 'fantasy']",knight's magic
"Kanojo, Okarishimasu","['hài hước', 'học đường', 'shounen', 'romance']",kanojo okarishimasu
Gekkan Shoujo Nozaki-kun [BD],"['hài hước', 'học đường', 'shounen', 'romance', 'blu-ray']",gekkan shoujo nozaki-kun
"Kono Naka Ni Hitori, Imouto Ga Iru [BD]","['hành động', 'super power', 'siêu nhiên']",kono naka ni hitori imouto ga iru
To LOVE-Ru Darkness 2nd [BD],"['hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'viễn tưởng']",to love-ru darkne
Toàn Chức Cao Thủ SP,"['hành động', 'game', 'hoạt hình trung quốc']",toàn chức cao thủ sp
Busou Shoujo Machiavellianism,"['hành động', 'hài hước', 'học đường', 'shounen']",busou shoujo machiavellianism
Owari no Seraph 2nd Season,"['drama', 'shounen', 'siêu nhiên', 'vampire']",owari no seraph
Haikyuu!!: To the Top,"['hài hước', 'drama', 'thể thao', 'học đường', 'shounen']",haikyuu to the top
Okusama ga Seitokaichou!,"['hài hước', 'ecchi', 'học đường', 'shounen', 'romance']",okusama ga seitokaichou
Ishuzoku Reviewers,"['hài hước', 'ecchi', 'fantasy']",ishuzoku reviewers
Đấu Phá Thương Khung,"['hành động', 'super power', 'siêu nhiên', 'hoạt hình trung quốc']",đấu phá thương khung
Jigoku Sensei Nube Live Action,"['hài hước', 'phiêu lưu', 'kinh dị', 'học đường', 'shounen', 'romance', 'siêu nhiên']",jigoku sensei nube
Sự Trỗi Dậy của Khiên Anh Hùng BD,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'romance', 'fantasy', 'seinen']",sự trỗi dậy của khiên anh hùng
Ao Haru Ride,"['hài hước', 'drama', 'học đường', 'đời thường', 'romance', 'shoujo']",ao haru ride
IS: Infinite Stratos 2 BD,"['hành động', 'hài hước', 'ecchi', 'mecha', 'harem', 'viễn tưởng']",is infinite stratos
Kobayashi-san Chi no Maid Dragon,"['hài hước', 'đời thường', 'fantasy']",kobayashi-san chi no maid dragon
Horimiya,"['hài hước', 'học đường', 'shounen', 'đời thường', 'romance']",horimiya
Strike the Blood III,"['hành động', 'ecchi', 'học đường', 'harem', 'fantasy', 'siêu nhiên', 'vampire']",strike the blood iii
Hunter X Hunter 1999,"['hành động', 'phiêu lưu', 'shounen', 'fantasy', 'super power']",hunter x hunter 
Blood Lad,"['hành động', 'hài hước', 'seinen', 'siêu nhiên', 'vampire', 'demons']",blood lad
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,"['hài hước', 'học đường', 'romance', 'seinen', 'psychological']",kaguya-sama wa kokurasetai tensai-tachi no renai zunousen
Saiki Kusuo no Ψ Nan (TV),"['hài hước', 'học đường', 'shounen', 'đời thường', 'siêu nhiên']",saiki kusuo no ψ nan
Pokemon Movie [01 đến 23],"['hành động', 'hài hước', 'phiêu lưu', 'fantasy', 'kid']",pokemon movie
Peter Grill to Kenja no Jikan,"['hài hước', 'fantasy', 'ecchi', 'harem']",peter grill to kenja no jikan
Hajimete no Gal,"['hài hước', 'ecchi', 'học đường', 'shounen', 'romance']",hajimete no gal
Danganronpa The Animation,"['học đường', 'mystery', 'psychological']",danganronpa
Nisekoi SS2,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']",nisekoi
Dragon Ball Heroes: Universe Mission,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']",dragon ball heroes universe mission
Kyokou Suiri,"['hài hước', 'shounen', 'romance', 'siêu nhiên', 'mystery', 'demons']",kyokou suiri
Midara na Ao-chan wa Benkyou ga Dekinai,"['hài hước', 'ecchi', 'shounen', 'romance']",midara na ao-chan wa benkyou ga dekinai
Maken-ki! Two,"['hành động', 'ecchi', 'học đường', 'harem', 'super power', 'martial arts']",maken-ki two
Kishuku Gakkou no Juliet,"['hành động', 'hài hước', 'học đường', 'shounen', 'romance']",kishuku gakkou no juliet
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri - Enryuu-hen","['hành động', 'phiêu lưu', 'fantasy', 'military']",gate: jieitai kanochi nite kaku tatakaeri-enryuu-hen
Sekirei BD,"['hành động', 'super power', 'siêu nhiên']",sekirei
Shakugan no Shana,"['hành động', 'drama', 'học đường', 'romance', 'fantasy', 'siêu nhiên']",shakugan no shana
Hataraku Maou-sama! BD,"['hài hước', 'romance', 'fantasy', 'siêu nhiên', 'demons', 'xuyên không - chuyển kiếp']",hataraku maou-sama
Thần Vô Gia Cư [SS2],"['hành động', 'phiêu lưu', 'shounen', 'blu-ray', 'siêu nhiên']",thần vô gia cư
Dragon Ball Kai (2014),"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']",dragon ball kai
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,"['drama', 'viễn tưởng']",kono yo no hate de koi wo utau shoujo yu-no
Diabolik Lovers,"['học đường', 'harem', 'shoujo', 'vampire']",diabolik lovers
Steins;Gate,"['viễn tưởng', 'thriller']",steins gate
Kakegurui,"['drama', 'học đường', 'shounen', 'game', 'mystery', 'psychological']",kakegurui
Tonikaku Kawaii,"['hài hước', 'drama', 'shounen', 'romance']",tonikaku kawaii
Tokyo Ghoul:re,"['hành động', 'kinh dị', 'drama', 'seinen', 'siêu nhiên', 'mystery', 'psychological']",tokyo ghoul re
