clean_query,top_r1,top_title1,top_r2,top_title2,sum,length
overflow,75,overlord,75,overlord,150,8
mushoku tensei jobless reincarnation,75,mushoku tensei jobless reincarnation thất nghiệp chuyển sinh,100,mushoku tensei jobless reincarnation thất nghiệp chuyển sinh- sang thế giới khác tôi sẽ nghiêm túc,175,36
blacked full,75,black bullet,75,black bullet,150,12
enternity,75,trinity,75,trinity,150,9
tipster,75,trickster,75,trickster,150,7
ha tinh,75,thất tinh,75,thất tinh,150,7
kamen rider w diễn viên,75,kamen rider drive,100,kamen rider w,175,23
naruto 2 6,75,naruto,100,naruto,175,10
chất nh,75,thất tinh,75,thất tinh,150,7
big dragon,75,tiger x dragon,100,super dragon ball heroes big bang mission,175,10
naruto 4 0,75,naruto,100,naruto,175,10
their children,75,tsurezure children,75,tsurezure children,150,14
đô dê mon,75,đôrêmon,62,mèo đen,137,9
ông hồng,75,ngân hồn,86,ngân hồn,161,8
baid,75,baki,75,baki,150,4
crawdaunt,75,radiant,75,radiant,150,9
kamen rider game pc free,75,kamen rider gaim,100,free!,175,24
sky88,75,sk8,75,sk8,150,5
hot gril,75,aho girl,60,grimms notes,135,8
breast cancer,75,beast tamer,75,beast tamer,150,13
come out,75,one outs,75,one outs,150,8
8day,75,days,75,days,150,4
wiki adventures,75,digimon adventure,80,pokemon black and white adventures in unova and beyond,155,15
one note,75,one outs,75,one outs,150,8
wind breaker,75,code breaker,75,code breaker,150,12
maki,75,baki,75,baki,150,4
lưỡng tính,75,lưỡng bất nghi,78,lưỡng bất nghi,153,10
join,75,ajin,75,ajin,150,4
truyện tranh nhất niệm vĩnh hằng,75,nhất niệm vĩnh hằng,100,nhất niệm vĩnh hằng,175,32
truyện tranh nghịch thiên chí tôn,75,nghịch thiên chí tôn,100,nghịch thiên chí tôn,175,33
anki,75,baki,75,baki,150,4
world cup online,75,sword art online,75,sword art online,150,16
baki dou,75,baki oda,100,baki,175,8
thiên đường bảo sơn,74,thiên đường sao hỏa,72,thiên đường sao hỏa,146,19
tuyệt thế võ hồn trần phong,74,tuyệt thế võ hồn,100,tuyệt thế võ hồn,174,27
chuyện nhà cô nga,74,chuyện tình cô trò,100,c³,174,17
tin nhanh,74,tian huang,74,tian huang,148,9
tình yêu là gì,74,tên cậu là gì,75,tình yêu và sự dối trá,149,14
nguyễn phúc long,74,nguyên long,80,nguyên long,154,16
argentina,74,agent aika,74,agent aika,148,9
thôn trinh,74,thất tinh,78,thất tinh,152,10
background,74,black god,74,black god,148,10
lỗi logic,74,luck logic,74,luck logic,148,9
vn địt bạn thân,74,đôi bạn thân,82,đôi bạn thân,156,15
riot game,74,cross game,74,cross game,148,9
đấu phá thương khung hẹn ước 3 năm,74,đấu phá thương khung,100,đấu phá thương khung,174,34
tắm tinh trùng,74,ký sinh trùng,67,ký sinh trùng,141,14
toán học là gì,74,tên cậu là gì,76,tên cậu là gì,150,14
dealline,74,devils line,74,devils line,148,8
chuyện tình cảm lạnh,74,chuyện tình cô trò,80,chuyện tình cô trò,154,20
friends,74,friends game,100,isshuukan friends,174,7
tu la kiếm tôn,74,linh kiếm tôn,74,linh kiếm tôn,148,14
video câu chuyện quả trứng,74,câu chuyện đập trứng,88,câu chuyện đập trứng,162,26
tao là chúa tể bóng tối,74,ta muốn trở thành chúa tể bóng tối,82,ta muốn trở thành chúa tể bóng tối shadow garden the eminence in shadow,156,23
code game,74,cross game,74,cross game,148,9
siêu nhân nhện,74,siêu nhân gao,78,siêu nhân gao,152,14
soi kèo world cup,74,road to world cup ,79,road to world cup ,153,17
schoolar,74,school days,63,school days,137,8
pokemon rule 34,74,pokemon full,100,pokemon,174,15
socolive,74,school-live,53,noucome,127,8
shiose jav,74,shimoseka,63,shimoseka,137,10
konan koyoi,74,nyan koi,67,nyankoi,141,11
free fire,74,fire force,100,free!,174,9
super x,74,super hxeros,83,peter grill to kenja no jikan super extra,157,7
real love,74,val x love,74,val x love,148,9
poki com games,74,king of games,59,king of games,133,14
photoahop,74,photo kano,55,ushio to tora,129,9
black adam,74,black cat,74,black cat,148,10
hoang mang,74,huang yan,74,huang yan,148,10
game pokemon,74,pokemon,100,pokemon,174,12
kingdom rush,74,kingdom,100,kingdom,174,12
tiêu chí là gì,74,tên cậu là gì,70,tên cậu là gì,144,14
nhất kiếm độc tôn,73,linh kiếm tôn,78,kiếm đạo đệ nhất tiên,151,17
gamek,73,gamers,73,gamers,146,5
bachkim,73,baki,73,baki,146,7
karma,73,maruma,73,maruma,146,5
sbs house,73,shadows house,73,shadows house,146,9
kamen rider dragon knight vs ryuki,73,masked rider dragon knight,100,kamen rider ryuki,173,34
lính cứu hỏa,73,biệt đội lính cứu hỏa,100,biệt đội lính cứu hỏa,173,12
black,73,bleach,100,black clover,173,5
tokyo,73,toriko,100,tokyo ghoul,173,5
19 days,73,days,100,days,173,7
kind,73,kingdom,73,kingdom,146,4
ddau pha thuong khung,73,đấu phá thương khung,68,đấu phá thương khung ova,141,21
umaru,73,maruma,100,himouto umaru-chan,173,5
kamen rider geats dien vien,73,kamen rider drive,92,kamen rider w,165,27
tình yêu kỳ lạ,73,tình yêu giả tạo,69,tình yêu giả tạo,142,14
kido,73,kingdom,73,kingdom,146,4
btcom,73,btooom,73,btooom,146,5
test camera,73,beast tamer,63,bakatest,136,11
pourn,73,nourin,73,nourin,146,5
tokyo revengers 2thông tin,73,tokyo revengers,100,tokyo revengers,173,26
love shuttle,73,love stage,73,love stage,146,12
tfc là gì,73,tên cậu là gì,60,tên cậu là gì,133,9
kame,73,kampfer,73,kampfer,146,4
youku,73,hyouka,73,hyouka,146,5
black panther,73,black cat,73,black cat,146,13
nano,73,nyankoi,100,itai no wa iya nano de bougyoryoku ni kyokufuri shitai to omoimasu ii,173,4
ma đạo tổ sư manhua h,73,ma đạo tổ sư,100,ma đạo tổ sư,173,21
giờ vn,73,given,73,given,146,6
tình khúc vàng,73,khoảnh khắc vàng,64,ký sinh trùng,137,14
uponia,73,oniai,73,oniai,146,6
honkai,73,oniai,100,kuzu no honkai,173,6
ai kano,73,aika,74,ai no kusabi,147,7
phụ kiện đồng hồ,73,hành tinh đồng hồ,69,hành tinh đồng hồ,142,16
cubet,73,c cube,73,c cube,146,5
typing game,73,king's game,73,king's game,146,11
goku,73,songoku,73,songoku,146,4
truyện tu tiên,73,tru tiên,70,tru tiên,143,14
tranh thiên nhiên,73,chiến thiên niên,72,tiến sĩ đá chiến tranh,145,17
cô nàng đầu gỗ,73,cô nàng siêu gấu,100,c³,173,14
hana,73,anohana,100,hana yori dango,173,4
họa giang hồ chi bôi mạt đình,73,họa giang hồ chi bất lương nhân,77,họa giang hồ chi bất lương nhân,150,29
cros,73,macross,73,macross,146,4
đội thám tử nhí conan,73,thám tử lừng danh conan,78,thám tử lừng danh conan,151,21
record of ragnarok,73,record of grancrest war,76,the master of ragnarok blesser of einherjar,149,18
igg games,73,king of games,73,king of games,146,9
quân khu 6,73,quân hữu vân,63,quân hữu vân,136,10
code learn,73,code breaker,73,code breaker,146,10
gaga,73,gangsta,73,gangsta,146,4
masamune báo thù aimevietsub,73,masamune báo thù,100,masamune báo thù,173,28
boku no hero,73,boku no hero academia,100,boku no hero academia,173,12
mars,73,macross,73,macross,146,4
mono,73,saimono,100,nanatsu no taizai movie 2 hikari ni norowareshi mono-tachi,173,4
dabet world,73,accel world,73,accel world,146,11
io game ran online,73,no game no life,76,bạn gái trong game online,149,18
leack,73,bleach,73,bleach,146,5
một ngày bình thường của tiên vương,73,cuộc sống thường ngày của tiên vương,89,nhật ký thường ngày của tiên vương,162,35
appen,73,teppen,73,teppen,146,5
monkey dance,73,sket dance,73,sket dance,146,12
tsubaki,73,baki,73,baki,146,7
yame,73,yuuyame,73,yuuyame,146,4
chainsaw man truyenqq,73,chainsaw man,100,chainsaw man,173,21
natto,73,naruto,73,naruto,146,5
konami,73,oniai,73,oniai,146,6
ochoa,73,imocho,73,imocho,146,5
shein,73,seiren,73,seiren,146,5
elite,73,relife,100,classroom of the elite ii you-zitsu,173,5
tin games,73,king of games,73,king of games,146,9
elise,73,relife,73,relife,146,5
my waifu academia,73,my hero academia,81,my hero academia,154,17
evil intent,73,devils line,73,devils line,146,11
vtvgo world cup,73,road to world cup ,75,road to world cup ,148,15
yaoi,73,nyankoi,73,nyankoi,146,4
ảnh siêu nhân,73,lão hạc siêu nhân,78,lão hạc siêu nhân,151,13
chiken dance,73,sket dance,73,sket dance,146,12
chơi,73,chú dơi,100,vua trò chơi,173,4
gate,73,gibiate,100,gate jieitai kanochi nite kaku tatakaeri,173,4
sickw,73,gosick,73,gosick,146,5
red and black,73,darker than black,82,pokemon black and white rival destinies,155,13
roi toi luon,73,koi to uso,64,to-love-ru,137,12
freepa,73,free!,80,free!,153,6
bong da plus,73,blood plus,73,blood plus,146,12
doors,73,dororo,73,dororo,146,5
conan movie,72,doraemon movie,100,detective conan movie,172,11
ma thiên ký,72,trạch thiên ký,100,k,172,11
lớp học đề cao thực lực,72,chào mừng đến với lớp học đề cao thực lực,100,chào mừng đến với lớp học đề cao thực lực,172,23
ngọc rồng,72,7 viên ngọc rồng,100,7 viên ngọc rồng,172,9
tình thần biến hhpanda,72,tinh thần biến,78,tinh thần biến,150,22
thế giới không có em,72,thế giới hoàn mỹ,100,c³,172,20
how to fight,72,ghost fighter,72,ghost fighter,144,12
chàng rể mạnh nhất lịch sử,72,nhân vật chính mạnh nhất lịch sử,81,nhân vật chính mạnh nhất lịch sử,153,26
one piêc movie film red,72,one piece film z,73,one piece film gold,145,23
tai ego play,72,let's go play,72,let's go play,144,12
thái lan girl from nowhere,72,the girl from other side,73,the girl from other side,145,26
câu chuyện tích chu,72,câu chuyện cuối cùng,74,câu chuyện cuối cùng,146,19
the breaker 3,72,code breaker,74,code breaker,146,13
code fighter,72,ghost fighter,74,ghost fighter,146,12
huy hiệu in hình 7 viên ngọc rồng,72,hậu 7 viên ngọc rồng,100,7 viên ngọc rồng,172,33
chuyển sinh thành vua 1 vùng,72,chuyển sinh thành kiếm,86,chuyển sinh thành kiếm,158,28
“the last slay ride,72,the inland sea bride,70,the last naruto,142,19
chuyện tình ở gaus,72,chuyện tình cô trò,80,chuyện tình cô trò,152,18
non nonoura,72,non non biyori,57,non non biyori,129,11
sword art online variant showdown pc,72,sword art online alicization,100,sword art online,172,36
người hùng yếu đuối,72,người hùng cuối cùng,78,người hùng cuối cùng,150,19
học viên ngân hnagf,72,học viện anh hùng,73,học viện anh hùng,145,19
van kiem tien tung,72,vạn giới tiên tung,74,vạn giới tiên tung,146,18
hajimete no orusuban 1,72,hajimete no gyaru,85,hajimete no gal,157,22
nhật ký vàng anh,71,nhật ký hán hoá,100,k,171,16
y8 games,71,gamers,77,trapped in a dating sim the world of otome games is tough for mobs otomege sekai wa mob ni kibishii sekai desu mobseka,148,8
number,71,the numbers,71,the numbers,142,6
hd saison,71,2 season,71,2 season,142,9
chen yan,71,huang yan,71,huang yan,142,8
nr blue,71,grand blue,73,blue lock,144,7
order,71,big order,100,fate grand order zettai majuu sensen babylonia,171,5
overgread,71,overlord,71,overlord,142,9
parsec,71,parasite,71,parasite,142,6
parage,71,parasite,71,parasite,142,6
xhamters,71,gamers,71,gamers,142,8
bai du,71,baki oda,71,baki oda,142,6
back naruto,71,naruto,100,naruto,171,11
hành trình mở của,71,hành trình dị giới của ta,89,hành trình dị giới của ta,160,17
hành chính công,71,hẹn hò chốn công sở,76,hẹn hò chốn công sở,147,15
acros co,71,macross δ,71,macross δ,142,8
beat flex,71,beatless,71,beatless,142,9
bien so,71,blend s,71,blend s,142,7
paipaigyi,71,papakiki,71,papakiki,142,9
adorar,71,toradora,71,toradora,142,6
afamily,71,spy×family,75,spy×family,146,7
afk arena,71,sankarea,71,sankarea,142,9
older,71,uq holder,71,uq holder,142,5
one piece burning blood,71,one piece strong world,100,one piece,171,23
pokemon nature,71,pokemon master quest,100,pokemon,171,14
mai tsubasa jav,71,captain tsubasa ,73,captain tsubasa,144,15
boyfriendtv,71,orient,71,orient,142,11
vtv go world cup,71,road to world cup ,79,road to world cup ,150,16
intogam,71,gintama,71,gintama,142,7
phòng icu là gì,71,tên cậu là gì,73,tên cậu là gì,144,15
kenaki,71,maken-ki,62,rikekoi,133,6
kōtetsu no haka,71,kimetsu no yaiba,69,hitsugi no chaika,140,15
komatsu,71,aikatsu,71,aikatsu,142,7
kèo world cup,71,road to world cup ,86,road to world cup ,157,13
mạt thế vi vương,71,dị thế ma vương,76,đại vương tha mạng,147,16
mèo bengal,71,mèo đen,67,mèo đen,138,10
kim long,71,kiếm võng,75,kiếm võng,146,8
io game,71,cross game,74,no game no life,145,7
in here,71,in spectre,73,kyoukai no kanata movie i'll be here-mirai-hen,144,7
chuyện tình cô bé lọ lem,71,chuyện tình cô trò,100,c³,171,24
hamter,71,hamatora,71,hamatora,142,6
i hoang,71,tian huang,83,thiên hoang chiến thần,154,7
hanamizaka,71,nambaka,71,nambaka,142,10
mac to,71,magic kaito,71,place to place,142,6
đạo giới thiên hạ,71,vạn giới thần chủ,73,vạn giới thần chủ,144,17
pokemon moon lv cap,71,pokemon movies ,100,pokemon,171,19
trường học 2d,71,trường học ngục tù,87,trường học ngục tù-prison school,158,13
block ad,71,blood lad,59,blue lock,130,8
princess diary,71,princess lover,73,one piece episode of alabasta the desert princess,144,14
saitama,71,gintama,71,gintama,142,7
dong a,71,dog days,71,dog days,142,6
báo đen,71,mèo đen,83,mèo đen,154,7
punch,71,punchline,100,one punch man,171,5
bài pokemon mew,71,pokemon movie,100,pokemon,171,15
red one piece lậu,71,one piece z,100,one piece,171,17
phione,71,campione,71,campione,142,6
hoangha,71,horsaga,71,horsaga,142,7
kinh do,71,kingdom,73,ngạ quỷ tokyo đông kinh thực chủng,144,7
hoc sinh,71,vĩnh sinh,71,vĩnh sinh,142,8
boruto,71,oru auto,100,boruto naruto next generations,171,6
kimochi ifo,71,imocho,78,koi to yobu ni wa kimochi warui,149,11
mini game online,71,no game no life,81,bạn gái trong game online,152,16
phanmemgoc,71,plamemo,71,plamemo,142,10
game dls,71,gamers,70,friends game,141,8
lon to,71,long tộc,71,long tộc,142,6
ria kashii,71,ao ashi,61,ai yori aoshi,132,10
nettruyen chainsaw man,71,chainsaw man,100,chainsaw man,171,22
đôi mắt của thần,71,đặc ân của thần,76,đặc ân của thần,147,16
richco,71,koichoco,71,koichoco,142,6
long chau,71,long tộc,71,long tộc,142,9
van minh,71,vĩnh sinh,71,vĩnh sinh,142,8
result report,71,poltergeist report,71,poltergeist report,142,13
naruto last movie,71,naruto movie cuối,100,naruto,171,17
truyên,71,tru tiên,67,tử xuyên,138,6
titans,71,teen titans,100,teen titans,171,6
fresh animations,71,pso2 the animation,71,pso2 the animation,142,16
linh vilo,71,linh vực,71,linh vực,142,9
truc tiep,71,tru tiên,75,tru tiên,146,9
naruto seki,71,naruto,100,naruto,171,11
dynamon,71,deaimon,71,deaimon,142,7
trường an huyễn tưởng,71,tinh linh huyễn tưởng ký,73,tinh linh huyễn tưởng ký,144,21
shoulder,71,uq holder,71,uq holder,142,8
thiếu niên,71,thiếu niên ca hành,100,thiếu niên bạch mã túy xuân phong,171,10
gia đình simpson,71,gia đình điệp viên,65,gia đình điệp viên,136,16
naver,71,kiznaiver,71,kiznaiver,142,5
revolution,71,kirarin revolution,100,kirarin revolution,171,10
may i help you,71,say i love you,71,say i love you,142,14
tình cạn người không biết,71,tấn công người khổng lồ,71,người cưa,142,25
epic game,71,new game,71,new game,142,9
tinhanh,71,tian huang,62,vĩnh sinh,133,7
học sinh,71,vĩnh sinh,100,đời thằng học sinh,171,8
tuyệt thế võ hồn bao nhiu tập,71,tuyệt thế võ hồn,100,tuyệt thế võ hồn,171,29
duong tri thuc shuumatsu no harem,71,shuumatsu no harem,100,shuumatsu no harem,171,33
thời loạn,71,nổi loạn,71,nổi loạn,142,9
math duck,71,ma du ký,75,ma du ký,146,9
tutini,71,tru tiên,62,trinity,133,6
live hat,71,love hina,74,date a live,145,8
nguyên lý kế toán,71,nguyên long,75,nguyên long,146,17
red one piece full,71,one piece film z,100,one piece,171,18
thiên hoàng minh trị,71,thiên hoang chiến thần,67,khổng minh thích tiệc tùng,138,20
linh khế truyện,71,linh kiếm tôn,74,linh kiếm tôn,145,15
sprint,71,spriggan,71,spriggan,142,6
gay men,71,d gray man,71,d gray man,142,7
táo đen,71,mèo đen,83,mèo đen,154,7
game awards,71,gamers,70,friends game,141,11
tsuki to laika,71,hitsugi no chaika,67,aikatsu,138,14
